T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__alistipes_putredinis,,g__preq1 synthase,m__hmdb00239,s__alistipes_putredinis,0.16,0.92,0.14,1,FALSE,TRUE,FALSE,FALSE
s__alistipes_onderdonkii,,g__beta-lactamase,m__hmdb04610,s__lachnospiraceae_bacterium_5_1_63faa,0.1,0.73,0.47,0.11,FALSE,TRUE,FALSE,FALSE
s__alistipes_onderdonkii,,g__beta-lactamase,m__hmdb04610,s__clostridium_asparagiforme,0.1,0.73,0.62,0.96,FALSE,TRUE,FALSE,FALSE
s__alistipes_onderdonkii,,g__beta-lactamase,m__hmdb01232,s__bacteroides_massiliensis,0.1,0.18,0.13,0.16,FALSE,TRUE,FALSE,FALSE
s__alistipes_onderdonkii,,g__beta-lactamase,m__hmdb00956,s__roseburia_unclassified,0.1,0.71,0.68,0.29,FALSE,TRUE,FALSE,FALSE
s__alistipes_onderdonkii,,g__beta-lactamase,m__hmdb00452,s__lachnospiraceae_bacterium_1_1_57faa,0.1,0.49,0.7,0.25,FALSE,TRUE,FALSE,FALSE
s__alistipes_onderdonkii,,g__beta-lactamase,m__hmdb00365,s__parabacteroides_distasonis,0.1,0.11,0.25,0.84,FALSE,TRUE,FALSE,FALSE
s__alistipes_onderdonkii,,g__beta-lactamase,m__hmdb00365,s__coprococcus_catus,0.1,0.11,0.15,0.26,FALSE,TRUE,FALSE,FALSE
s__alistipes_onderdonkii,,g__beta-lactamase,m__hmdb00056,s__mitsuokella_unclassified,0.1,0.26,0.16,0.68,FALSE,TRUE,FALSE,FALSE
s__alistipes_onderdonkii,,g__beta-lactamase,m__hmdb00056,s__bacteroides_uniformis,0.1,0.26,0.19,0.71,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__methionyl aminopeptidase,m__hmdb00806,s__parabacteroides_unclassified,0.57,0.95,0.73,0.19,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__methionyl aminopeptidase,m__hmdb00626,s__subdoligranulum_unclassified,0.57,0.28,0.19,0.23,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__methionyl aminopeptidase,m__hmdb00626,s__burkholderiales_bacterium_1_1_47,0.57,0.28,0.8,0.39,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__methionyl aminopeptidase,m__hmdb00239,s__streptococcus_thermophilus,0.57,0.2,0.23,0.31,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__methionyl aminopeptidase,m__hmdb00174,s__alistipes_onderdonkii,0.57,0.11,0.99,0.19,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,m__hmdb02329,s__bacteroides_finegoldii,0.23,0.37,0.17,0.58,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,m__hmdb02329,s__bacteroides_finegoldii,0.23,0.37,0.17,0.53,FALSE,TRUE,FALSE,FALSE
s__veillonella_dispar,,g__dephospho-coa kinase,,s__clostridium_symbiosum,1,,0.35,0.72,FALSE,FALSE,TRUE,FALSE
s__veillonella_atypica,,g__enoyl-coa hydratase,,s__veillonella_atypica,1,,0.42,1,FALSE,FALSE,TRUE,FALSE
s__veillonella_atypica,,g__enoyl-coa hydratase,,s__streptococcus_thermophilus,1,,0.1,0.48,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__ribulose-bisphosphate carboxylase,,s__streptococcus_parasanguinis,1,,1,1,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__ribulose-bisphosphate carboxylase,,s__klebsiella_pneumoniae,1,,0.3,1,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__ribulose-bisphosphate carboxylase,,s__klebsiella_pneumoniae,1,,0.3,0.99,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__peroxiredoxin,,s__prevotella_copri,0.97,,0.5,1,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__peroxiredoxin,,s__prevotella_copri,0.97,,0.5,1,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__dna helicase,,s__ruminococcaceae_bacterium_d16,0.68,,1,0.57,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_obeum,,g__superoxide dismutase,,s__oscillibacter_unclassified,0.71,,0.3,0.77,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_obeum,,g__16s rrna cytosine1402-n4-methyltransferase,,s__odoribacter_splanchnicus,0.92,,0.89,0.33,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_obeum,,g__16s rrna cytosine1402-n4-methyltransferase,,s__clostridium_bolteae,0.92,,1,1,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_callidus,,g__shikimate kinase,,s__ruminococcus_callidus,0.76,,0.95,1,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_callidus,,g__shikimate kinase,,s__clostridium_leptum,0.76,,0.22,0.14,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_callidus,,g__shikimate kinase,,s__clostridium_leptum,0.76,,0.22,0.14,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_callidus,,g__bacterial non-heme ferritin,,s__parabacteroides_merdae,1,,0.98,0.15,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_callidus,,g__bacterial non-heme ferritin,,s__parabacteroides_merdae,1,,0.98,0.25,FALSE,FALSE,TRUE,FALSE
s__ruminococcaceae_bacterium_d16,,g__triose-phosphate isomerase,,s__burkholderiales_bacterium_1_1_47,0.33,,0.83,0.15,FALSE,FALSE,TRUE,FALSE
s__ruminococcaceae_bacterium_d16,,g__triose-phosphate isomerase,,s__burkholderiales_bacterium_1_1_47,0.33,,0.83,0.14,FALSE,FALSE,TRUE,FALSE
s__ruminococcaceae_bacterium_d16,,g__triose-phosphate isomerase,,s__bacteroides_eggerthii,0.33,,1,0.71,FALSE,FALSE,TRUE,FALSE
s__ruminococcaceae_bacterium_d16,,g__thymidylate synthase,,s__alistipes_finegoldii,0.15,,0.35,0.13,FALSE,FALSE,TRUE,FALSE
s__ruminococcaceae_bacterium_d16,,g__glycerate 3-kinase,,s__holdemania_unclassified,0.32,,0.94,1,FALSE,FALSE,TRUE,FALSE
s__ruminococcaceae_bacterium_d16,,g__glycerate 3-kinase,,s__holdemania_unclassified,0.32,,0.94,1,FALSE,FALSE,TRUE,FALSE
s__ruminococcaceae_bacterium_d16,,g__glycerate 3-kinase,,s__coprobacillus_unclassified,0.32,,0.66,0.64,FALSE,FALSE,TRUE,FALSE
s__roseburia_hominis,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__bacteroides_stercoris,0.17,,1,0.36,FALSE,FALSE,TRUE,FALSE
s__roseburia_hominis,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__bacteroides_stercoris,0.17,,1,0.13,FALSE,FALSE,TRUE,FALSE
s__propionibacterium_acnes,,g__preq1 synthase,,s__eubacterium_hallii,0.85,,0.38,0.31,FALSE,FALSE,TRUE,FALSE
s__propionibacterium_acnes,,g__hydroxylamine reductase,,s__streptococcus_salivarius,1,,0.95,0.54,FALSE,FALSE,TRUE,FALSE
s__propionibacterium_acnes,,g__hydroxylamine reductase,,s__streptococcus_salivarius,1,,0.95,0.45,FALSE,FALSE,TRUE,FALSE
s__propionibacterium_acnes,,g__hydroxylamine reductase,,s__anaerostipes_hadrus,1,,0.28,0.23,FALSE,FALSE,TRUE,FALSE
s__propionibacterium_acnes,,g__hydroxylamine reductase,,s__anaerostipes_hadrus,1,,0.28,0.24,FALSE,FALSE,TRUE,FALSE
s__propionibacterium_acnes,,g__3-hydroxyacyl-coa dehydrogenase,,s__mitsuokella_unclassified,0.59,,0.31,0.16,FALSE,FALSE,TRUE,FALSE
s__prevotella_copri,,g__ribulose-bisphosphate carboxylase,,s__streptococcus_parasanguinis,1,,1,1,FALSE,FALSE,TRUE,FALSE
s__prevotella_copri,,g__ribulose-bisphosphate carboxylase,,s__klebsiella_pneumoniae,1,,0.3,0.96,FALSE,FALSE,TRUE,FALSE
s__parasutterella_excrementihominis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,,s__bacteroides_massiliensis,0.26,,0.1,0.71,FALSE,FALSE,TRUE,FALSE
s__parabacteroides_unclassified,,g__peptidylprolyl isomerase,,s__alistipes_onderdonkii,0.1,,0.4,0.82,FALSE,FALSE,TRUE,FALSE
s__parabacteroides_unclassified,,g__nadh,,s__parabacteroides_unclassified,0.89,,0.35,1,FALSE,FALSE,TRUE,FALSE
s__parabacteroides_unclassified,,g__;  q06996: l_sendf    ;  o55528: l_sendo,,s__ruminococcaceae_bacterium_d16,0.49,,0.16,0.43,FALSE,FALSE,TRUE,FALSE
s__parabacteroides_unclassified,,g__;  q06996: l_sendf    ;  o55528: l_sendo,,s__klebsiella_pneumoniae,0.49,,0.98,0.96,FALSE,FALSE,TRUE,FALSE
s__parabacteroides_merdae,,g__bacterial non-heme ferritin,,s__parabacteroides_merdae,0.4,,0.98,1,FALSE,FALSE,TRUE,FALSE
s__odoribacter_splanchnicus,,g__rna helicase,,s__bacteroides_eggerthii,0.69,,1,0.45,FALSE,FALSE,TRUE,FALSE
s__odoribacter_splanchnicus,,g__5-formyltetrahydrofolate cyclo-ligase,,s__odoribacter_splanchnicus,0.97,,0.98,1,FALSE,FALSE,TRUE,FALSE
s__odoribacter_splanchnicus,,g__2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase,,s__clostridium_asparagiforme,0.24,,0.71,0.28,FALSE,FALSE,TRUE,FALSE
s__mitsuokella_unclassified,,g__endopeptidase clp,,s__ruminococcus_callidus,0.12,,0.24,0.21,FALSE,FALSE,TRUE,FALSE
s__lachnospiraceae_bacterium_8_1_57faa,,g__shikimate kinase,,s__clostridium_leptum,1,,0.22,0.71,FALSE,FALSE,TRUE,FALSE
s__lachnospiraceae_bacterium_5_1_63faa,,g__3-hydroxyacyl-coa dehydrogenase,,s__mitsuokella_unclassified,0.56,,0.31,0.44,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__ribulose-bisphosphate carboxylase,,s__streptococcus_parasanguinis,0.92,,1,1,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__ribulose-bisphosphate carboxylase,,s__klebsiella_pneumoniae,0.92,,0.3,1,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__enoyl-coa hydratase,,s__streptococcus_salivarius,0.92,,0.43,0.3,FALSE,FALSE,TRUE,FALSE
s__eubacterium_eligens,,g__adenosylmethionine--8-amino-7-oxononanoate transaminase,,s__eubacterium_eligens,0.29,,0.48,1,FALSE,FALSE,TRUE,FALSE
s__eggerthella_unclassified,,g__5-formyltetrahydrofolate cyclo-ligase,,s__eggerthella_unclassified,0.49,,0.15,1,FALSE,FALSE,TRUE,FALSE
s__coprococcus_catus,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,,s__bacteroides_dorei,0.86,,0.77,0.67,FALSE,FALSE,TRUE,FALSE
s__coprococcus_catus,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,,s__bacteroides_dorei,0.86,,0.77,0.12,FALSE,FALSE,TRUE,FALSE
s__coprobacillus_unclassified,,g__glycerate 3-kinase,,s__coprobacillus_unclassified,0.15,,0.66,1,FALSE,FALSE,TRUE,FALSE
s__clostridium_symbiosum,,g__glycerate 3-kinase,,s__flavonifractor_plautii,0.48,,0.24,0.95,FALSE,FALSE,TRUE,FALSE
s__clostridium_symbiosum,,g__glycerate 3-kinase,,s__flavonifractor_plautii,0.48,,0.24,0.95,FALSE,FALSE,TRUE,FALSE
s__clostridium_symbiosum,,g__glycerate 3-kinase,,s__coprobacillus_unclassified,0.48,,0.66,0.64,FALSE,FALSE,TRUE,FALSE
s__clostridium_symbiosum,,g__glycerate 3-kinase,,s__coprobacillus_unclassified,0.48,,0.66,0.64,FALSE,FALSE,TRUE,FALSE
s__clostridium_symbiosum,,g__dephospho-coa kinase,,s__clostridium_symbiosum,1,,0.35,1,FALSE,FALSE,TRUE,FALSE
s__clostridium_clostridioforme,,g__formate-c-acetyltransferase-activating enzyme,,s__holdemania_filiformis,0.46,,0.2,0.2,FALSE,FALSE,TRUE,FALSE
s__clostridium_clostridioforme,,g__dephospho-coa kinase,,s__ruminococcaceae_bacterium_d16,1,,0.49,0.24,FALSE,FALSE,TRUE,FALSE
s__clostridium_clostridioforme,,g__dephospho-coa kinase,,s__clostridium_symbiosum,1,,0.35,1,FALSE,FALSE,TRUE,FALSE
s__clostridium_citroniae,,g__dna helicase,,s__ruminococcaceae_bacterium_d16,1,,1,0.93,FALSE,FALSE,TRUE,FALSE
s__clostridium_bartlettii,,g__dihydroorotate dehydrogenase quinone,,s__burkholderiales_bacterium_1_1_47,0.59,,0.86,0.46,FALSE,FALSE,TRUE,FALSE
s__clostridiaceae_bacterium_jc118,,g__16s rrna cytosine1402-n4-methyltransferase,,s__alistipes_putredinis,0.1,,0.1,0.99,FALSE,FALSE,TRUE,FALSE
s__c2likevirus_unclassified,,g__bacterial non-heme ferritin,,s__parabacteroides_merdae,0.47,,0.98,1,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__beta-lactamase,,s__bacteroides_xylanisolvens,0.87,,1,1,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__beta-lactamase,,s__alistipes_onderdonkii,0.87,,0.54,0.86,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__beta-lactamase,,s__alistipes_onderdonkii,0.87,,0.54,0.14,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,,s__bacteroides_massiliensis,0.97,,0.1,0.11,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,,s__bacteroides_dorei,0.97,,0.77,0.56,FALSE,FALSE,TRUE,FALSE
s__bacteroides_massiliensis,,g__preq1 synthase,,s__eubacterium_hallii,1,,0.38,1,FALSE,FALSE,TRUE,FALSE
s__bacteroides_massiliensis,,g__preq1 synthase,,s__eubacterium_hallii,1,,0.38,1,FALSE,FALSE,TRUE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,,s__coprobacillus_unclassified,0.99,,0.25,0.33,FALSE,FALSE,TRUE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,,s__bacteroides_massiliensis,0.99,,0.1,1,FALSE,FALSE,TRUE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,,s__bacteroides_dorei,0.99,,0.77,0.74,FALSE,FALSE,TRUE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,,s__bacteroides_dorei,0.99,,0.77,0.11,FALSE,FALSE,TRUE,FALSE
s__bacteroides_massiliensis,,g__glycerate 3-kinase,,s__holdemania_unclassified,0.44,,0.94,0.31,FALSE,FALSE,TRUE,FALSE
s__bacteroides_massiliensis,,g__3-hydroxyacyl-coa dehydrogenase,,s__mitsuokella_unclassified,0.57,,0.31,0.98,FALSE,FALSE,TRUE,FALSE
s__bacteroides_massiliensis,,g__3-hydroxyacyl-coa dehydrogenase,,s__mitsuokella_unclassified,0.57,,0.31,1,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__glucose-6-phosphate dehydrogenase nadp+,,s__bacteroides_cellulosilyticus,0.46,,0.35,0.92,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__adenosylmethionine--8-amino-7-oxononanoate transaminase,,s__eubacterium_eligens,1,,0.48,0.14,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__adenosylmethionine--8-amino-7-oxononanoate transaminase,,s__eubacterium_eligens,1,,0.48,0.85,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__odoribacter_splanchnicus,0.61,,0.98,0.46,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__alistipes_shahii,0.61,,0.39,0.13,FALSE,FALSE,TRUE,FALSE
s__bacteroides_eggerthii,,g__rna helicase,,s__burkholderiales_bacterium_1_1_47,0.29,,0.56,0.12,FALSE,FALSE,TRUE,FALSE
s__bacteroides_eggerthii,,g__rna helicase,,s__burkholderiales_bacterium_1_1_47,0.29,,0.56,0.98,FALSE,FALSE,TRUE,FALSE
s__bacteroides_eggerthii,,g__rna helicase,,s__bacteroides_eggerthii,0.29,,1,1,FALSE,FALSE,TRUE,FALSE
s__bacteroides_eggerthii,,g__adenosylmethionine--8-amino-7-oxononanoate transaminase,,s__eubacterium_eligens,1,,0.48,0.15,FALSE,FALSE,TRUE,FALSE
s__alistipes_onderdonkii,,g__beta-lactamase,,s__alistipes_onderdonkii,0.1,,0.54,1,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__dna-directed rna polymerase,,s__parabacteroides_unclassified,0.39,,0.1,0.19,FALSE,FALSE,TRUE,FALSE
s__veillonella_atypica,,,m__hmdb00019,s__dorea_unclassified,,0.59,0.1,0.26,FALSE,FALSE,FALSE,TRUE
s__sutterella_wadsworthensis,,,m__hmdb00043,s__eubacterium_ventriosum,,0.22,0.9,0.14,FALSE,FALSE,FALSE,TRUE
s__streptococcus_salivarius,,,m__hmdb01895,s__parasutterella_excrementihominis,,0.36,0.11,0.42,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb00118,s__clostridium_asparagiforme,,0.51,0.76,0.12,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_obeum,,,m__hmdb00101,s__clostridium_bolteae,,0.99,0.95,1,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_callidus,,,m__hmdb00873,s__ruminococcus_callidus,,0.17,0.64,1,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_callidus,,,m__hmdb00873,s__parabacteroides_merdae,,0.17,1,0.15,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_callidus,,,m__hmdb00873,s__parabacteroides_merdae,,0.17,1,0.25,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_callidus,,,m__hmdb00195,s__c2likevirus_unclassified,,0.39,0.16,0.21,FALSE,FALSE,FALSE,TRUE
s__ruminococcaceae_bacterium_d16,,,m__hmdb01257,s__bacteroides_eggerthii,,0.15,0.58,0.71,FALSE,FALSE,FALSE,TRUE
s__ruminococcaceae_bacterium_d16,,,m__hmdb00626,s__parasutterella_excrementihominis,,1,0.61,1,FALSE,FALSE,FALSE,TRUE
s__ruminococcaceae_bacterium_d16,,,m__hmdb00626,s__parasutterella_excrementihominis,,1,0.61,0.34,FALSE,FALSE,FALSE,TRUE
s__ruminococcaceae_bacterium_d16,,,m__hmdb00626,s__holdemania_unclassified,,1,0.5,1,FALSE,FALSE,FALSE,TRUE
s__ruminococcaceae_bacterium_d16,,,m__hmdb00626,s__holdemania_unclassified,,1,0.5,1,FALSE,FALSE,FALSE,TRUE
s__ruminococcaceae_bacterium_d16,,,m__hmdb00626,s__burkholderiales_bacterium_1_1_47,,1,0.74,0.15,FALSE,FALSE,FALSE,TRUE
s__ruminococcaceae_bacterium_d16,,,m__hmdb00626,s__burkholderiales_bacterium_1_1_47,,1,0.74,0.14,FALSE,FALSE,FALSE,TRUE
s__ruminococcaceae_bacterium_d16,,,m__hmdb00239,s__ruminococcaceae_bacterium_d16,,0.93,0.37,1,FALSE,FALSE,FALSE,TRUE
s__ruminococcaceae_bacterium_d16,,,m__hmdb00174,s__clostridium_hathewayi,,0.34,0.18,0.89,FALSE,FALSE,FALSE,TRUE
s__roseburia_inulinivorans,,,m__hmdb00020,s__holdemania_filiformis,,0.93,0.1,0.19,FALSE,FALSE,FALSE,TRUE
s__pseudomonas_unclassified,,,m__hmdb00098,s__ruminococcus_obeum,,0.25,0.84,0.97,FALSE,FALSE,FALSE,TRUE
s__propionibacterium_acnes,,,m__hmdb00873,s__parabacteroides_merdae,,0.74,1,0.55,FALSE,FALSE,FALSE,TRUE
s__propionibacterium_acnes,,,m__hmdb00873,s__mitsuokella_unclassified,,0.74,0.54,0.16,FALSE,FALSE,FALSE,TRUE
s__propionibacterium_acnes,,,m__hmdb00195,s__c2likevirus_unclassified,,1,0.16,0.27,FALSE,FALSE,FALSE,TRUE
s__prevotella_copri,,,m__hmdb00019,s__streptococcus_parasanguinis,,0.28,0.68,1,FALSE,FALSE,FALSE,TRUE
s__parasutterella_excrementihominis,,,m__hmdb00806,s__parasutterella_excrementihominis,,0.25,0.33,1,FALSE,FALSE,FALSE,TRUE
s__odoribacter_splanchnicus,,,m__hmdb01257,s__bacteroides_eggerthii,,1,0.58,0.45,FALSE,FALSE,FALSE,TRUE
s__odoribacter_splanchnicus,,,m__hmdb00637,s__odoribacter_splanchnicus,,0.99,0.17,1,FALSE,FALSE,FALSE,TRUE
s__odoribacter_splanchnicus,,,m__hmdb00101,s__clostridium_bolteae,,0.98,0.95,1,FALSE,FALSE,FALSE,TRUE
s__mitsuokella_unclassified,,,m__hmdb10169,s__mitsuokella_unclassified,,0.87,0.76,1,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_7_1_58faa,,,m__hmdb04610,s__clostridium_asparagiforme,,0.32,0.13,0.11,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_3_1_46faa,,,m__hmdb01169,s__parabacteroides_distasonis,,0.96,0.65,0.35,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_3_1_46faa,,,m__hmdb01169,s__bacteroides_cellulosilyticus,,0.96,0.81,0.41,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_3_1_46faa,,,m__hmdb00806,s__parasutterella_excrementihominis,,0.27,0.33,0.34,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_3_1_46faa,,,m__hmdb00806,s__eubacterium_siraeum,,0.27,0.54,0.97,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_3_1_46faa,,,m__hmdb00806,s__dorea_unclassified,,0.27,0.1,0.19,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_3_1_46faa,,,m__hmdb00764,s__collinsella_aerofaciens,,0.51,0.12,0.87,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_3_1_46faa,,,m__hmdb00626,s__lachnospiraceae_bacterium_3_1_46faa,,1,1,1,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_3_1_46faa,,,m__hmdb00626,s__bilophila_unclassified,,1,0.97,0.72,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_3_1_46faa,,,m__hmdb00626,s__alistipes_shahii,,1,0.64,0.89,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_3_1_46faa,,,m__hmdb00626,s__alistipes_shahii,,1,0.64,0.59,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_3_1_46faa,,,m__hmdb00365,s__ruminococcus_bromii,,1,0.55,0.78,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_2_1_58faa,,,m__hmdb01169,s__bacteroides_cellulosilyticus,,0.2,0.81,0.83,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_2_1_58faa,,,m__hmdb00247,s__clostridium_clostridioforme,,0.26,0.23,0.19,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_2_1_58faa,,,m__hmdb00174,s__clostridium_hathewayi,,0.98,0.18,0.99,FALSE,FALSE,FALSE,TRUE
s__lachnospiraceae_bacterium_2_1_58faa,,,m__hmdb00174,s__clostridium_hathewayi,,0.98,0.18,1,FALSE,FALSE,FALSE,TRUE
s__holdemania_filiformis,,,m__hmdb00699,s__escherichia_unclassified,,0.33,0.3,0.59,FALSE,FALSE,FALSE,TRUE
s__holdemania_filiformis,,,m__hmdb00020,s__holdemania_filiformis,,0.5,0.1,1,FALSE,FALSE,FALSE,TRUE
s__haemophilus_parainfluenzae,,,m__hmdb01149,s__streptococcus_thermophilus,,0.29,0.52,0.5,FALSE,FALSE,FALSE,TRUE
s__flavonifractor_plautii,,,m__hmdb02322,s__flavonifractor_plautii,,0.1,0.25,1,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb02123,s__lachnospiraceae_bacterium_5_1_63faa,,0.64,0.55,0.66,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb02123,s__lachnospiraceae_bacterium_5_1_63faa,,0.64,0.55,0.94,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb02123,s__eubacterium_ramulus,,0.64,0.11,0.3,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb01257,s__anaerostipes_hadrus,,0.12,0.1,0.14,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb00043,s__eubacterium_ventriosum,,1,0.9,1,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb00043,s__dorea_formicigenerans,,1,0.28,0.11,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb00043,s__collinsella_aerofaciens,,1,0.35,0.95,FALSE,FALSE,FALSE,TRUE
s__eubacterium_siraeum,,,m__hmdb03464,s__eubacterium_siraeum,,0.62,0.2,1,FALSE,FALSE,FALSE,TRUE
s__eubacterium_siraeum,,,m__hmdb00067,s__lachnospiraceae_bacterium_3_1_46faa,,0.93,0.63,1,FALSE,FALSE,FALSE,TRUE
s__dorea_unclassified,,,m__hmdb00118,s__bacteroides_xylanisolvens,,0.87,1,0.17,FALSE,FALSE,FALSE,TRUE
s__dorea_unclassified,,,m__hmdb00118,s__bacteroides_xylanisolvens,,0.87,1,0.14,FALSE,FALSE,FALSE,TRUE
s__dorea_unclassified,,,m__hmdb00019,s__dorea_unclassified,,0.13,0.1,1,FALSE,FALSE,FALSE,TRUE
s__dialister_invisus,,,m__hmdb00296,s__dorea_unclassified,,0.82,0.67,0.39,FALSE,FALSE,FALSE,TRUE
s__coprococcus_comes,,,m__hmdb03464,s__parasutterella_excrementihominis,,0.28,0.22,0.25,FALSE,FALSE,FALSE,TRUE
s__coprococcus_comes,,,m__hmdb03464,s__alistipes_shahii,,0.28,0.33,0.18,FALSE,FALSE,FALSE,TRUE
s__coprococcus_catus,,,m__hmdb02123,s__bacteroides_dorei,,0.34,0.97,0.67,FALSE,FALSE,FALSE,TRUE
s__coprococcus_catus,,,m__hmdb02123,s__bacteroides_dorei,,0.34,0.97,0.12,FALSE,FALSE,FALSE,TRUE
s__coprococcus_catus,,,m__hmdb00043,s__clostridium_citroniae,,0.65,0.79,0.33,FALSE,FALSE,FALSE,TRUE
s__collinsella_aerofaciens,,,m__hmdb10169,s__collinsella_aerofaciens,,0.92,0.46,1,FALSE,FALSE,FALSE,TRUE
s__collinsella_aerofaciens,,,m__hmdb00251,s__flavonifractor_plautii,,1,0.1,0.4,FALSE,FALSE,FALSE,TRUE
s__collinsella_aerofaciens,,,m__hmdb00194,s__bacteroides_eggerthii,,0.18,1,0.13,FALSE,FALSE,FALSE,TRUE
